IP,CusMinerType,CusPower,CusHashrate,CusHashFreqRate,Enable
192.168.82.17,M8,,,,1
192.168.82.18,M8,,,,1
192.168.82.19,M8,,,,1
192.168.82.20,M8,,,,1
192.168.82.21,M8,,,,1
192.168.82.22,M8,,,,1
192.168.82.23,M8,,,,1
192.168.82.24,M8,,,,1
192.168.82.25,M8,,,,1
192.168.82.26,M8,,,,1
192.168.82.27,M8,,,,1
192.168.82.28,M8,,,,1
192.168.82.29,M8,,,,1
192.168.82.30,M8,,,,1
192.168.82.31,M8,,,,1
192.168.82.32,M8,,,,1
192.168.82.33,M8,,,,1
192.168.82.34,M8,,,,1
192.168.82.35,M8,,,,1
192.168.82.36,M8,,,,1
192.168.82.37,M8,,,,1
192.168.82.38,M8,,,,1
192.168.82.39,M8,,,,1
192.168.82.40,M8,,,,1
192.168.82.41,M8,,,,1
192.168.82.42,M8,,,,1
192.168.82.43,M8,,,,1
192.168.82.44,M8,,,,1
192.168.82.45,M8,,,,1
192.168.82.46,M8,,,,1
192.168.82.47,M8,,,,1
192.168.82.48,M8,,,,1
192.168.82.49,M8,,,,1
192.168.82.50,M8,,,,1
192.168.82.51,M8,,,,1
192.168.82.52,M8,,,,1
192.168.82.53,M8,,,,1
192.168.82.54,M8,,,,1
192.168.82.55,M8,,,,1
192.168.82.56,M8,,,,1
192.168.82.57,M8,,,,1
192.168.82.58,M8,,,,1
192.168.82.59,M8,,,,1
192.168.82.60,M8,,,,1
192.168.82.61,M8,,,,1
192.168.82.62,M8,,,,1
192.168.82.63,M8,,,,1
192.168.82.64,M8,,,,1
192.168.82.65,M8,,,,1
192.168.82.66,M8,,,,1
192.168.82.67,M8,,,,1
192.168.82.68,M8,,,,1
192.168.82.69,M8,,,,1
192.168.82.70,M8,,,,1
192.168.82.71,M8,,,,1
192.168.82.72,M8,,,,1
192.168.82.73,M8,,,,1
192.168.82.74,M8,,,,1
192.168.82.75,M8,,,,1
192.168.82.76,M8,,,,1
192.168.82.77,M8,,,,1
192.168.82.78,M8,,,,1
192.168.82.79,M8,,,,1
192.168.82.80,M8,,,,1
192.168.82.81,M8,,,,1
192.168.82.82,M8,,,,1
192.168.82.83,M8,,,,1
192.168.82.84,M8,,,,1
192.168.82.85,M8,,,,1
192.168.82.86,M8,,,,1
192.168.82.87,M8,,,,1
192.168.82.88,M8,,,,1
192.168.82.89,M8,,,,1
192.168.82.90,M8,,,,1
192.168.82.91,M8,,,,1
192.168.83.2,M8,,,,1
192.168.83.3,M8,,,,1
192.168.83.4,M8,,,,1
192.168.83.5,M8,,,,1
192.168.83.6,M8,,,,1
192.168.83.7,M8,,,,1
192.168.83.8,M8,,,,1
192.168.83.9,M8,,,,1
192.168.83.10,M8,,,,1
192.168.83.11,M8,,,,1
192.168.83.12,M8,,,,1
192.168.83.13,M8,,,,1
192.168.83.14,M8,,,,1
192.168.83.15,M8,,,,1
192.168.83.16,M8,,,,1
192.168.83.17,M8,,,,1
192.168.83.18,M8,,,,1
192.168.83.19,M8,,,,1
192.168.83.20,M8,,,,1
192.168.83.21,M8,,,,1
192.168.83.22,M8,,,,1
192.168.83.23,M8,,,,1
192.168.83.24,M8,,,,1
192.168.83.25,M8,,,,1
192.168.83.26,M8,,,,1
192.168.83.27,M8,,,,1
192.168.83.28,M8,,,,1
192.168.83.29,M8,,,,1
192.168.83.30,M8,,,,1
192.168.83.31,M8,,,,1
192.168.83.32,M8,,,,1
192.168.83.33,M8,,,,1
192.168.83.34,M8,,,,1
192.168.83.35,M8,,,,1
192.168.83.36,M8,,,,1
192.168.83.37,M8,,,,1
192.168.83.38,M8,,,,1
192.168.83.39,M8,,,,1
192.168.83.40,M8,,,,1
192.168.83.41,M8,,,,1
192.168.83.42,M8,,,,1
192.168.83.43,M8,,,,1
192.168.83.44,M8,,,,1
192.168.83.45,M8,,,,1
192.168.83.46,M8,,,,1
192.168.83.47,M8,,,,1
192.168.83.48,M8,,,,1
192.168.83.49,M8,,,,1
192.168.83.50,M8,,,,1
192.168.83.51,M8,,,,1
192.168.83.52,M8,,,,1
192.168.83.53,M8,,,,1
192.168.83.54,M8,,,,1
192.168.83.55,M8,,,,1
192.168.83.56,M8,,,,1
192.168.83.57,M8,,,,1
192.168.83.58,M8,,,,1
192.168.83.59,M8,,,,1
192.168.83.60,M8,,,,1
192.168.83.61,M8,,,,1
192.168.83.62,M8,,,,1
192.168.83.63,M8,,,,1
192.168.83.64,M8,,,,1
192.168.83.65,M8,,,,1
192.168.83.66,M8,,,,1
192.168.83.67,M8,,,,1
192.168.83.68,M8,,,,1
192.168.83.69,M8,,,,1
192.168.83.70,M8,,,,1
192.168.83.71,M8,,,,1
192.168.83.72,M8,,,,1
192.168.83.73,M8,,,,1
192.168.83.74,M8,,,,1
192.168.83.75,M8,,,,1
192.168.83.76,M8,,,,1
192.168.83.77,M8,,,,1
192.168.83.78,M8,,,,1
192.168.83.79,M8,,,,1
192.168.83.80,M8,,,,1
192.168.83.81,M8,,,,1
192.168.83.82,M8,,,,1
192.168.83.83,M8,,,,1
192.168.83.84,M8,,,,1
192.168.83.85,M8,,,,1
192.168.83.86,M8,,,,1
192.168.83.87,M8,,,,1
192.168.83.88,M8,,,,1
192.168.83.89,M8,,,,1
192.168.83.90,M8,,,,1
192.168.83.91,M8,,,,1
192.168.84.2,M8,,,,1
192.168.84.3,M8,,,,1
192.168.84.4,M8,,,,1
192.168.84.5,M8,,,,1
192.168.84.6,M8,,,,1
192.168.84.7,M8,,,,1
192.168.84.8,M8,,,,1
192.168.84.9,M8,,,,1
192.168.84.10,M8,,,,1
192.168.84.11,M8,,,,1
192.168.84.12,M8,,,,1
192.168.84.13,M8,,,,1
192.168.84.14,M8,,,,1
192.168.84.15,M8,,,,1
192.168.84.16,M8,,,,1
192.168.84.17,M8,,,,1
192.168.84.18,M8,,,,1
192.168.84.19,M8,,,,1
192.168.84.20,M8,,,,1
192.168.84.21,M8,,,,1
192.168.84.22,M8,,,,1
192.168.84.23,M8,,,,1
192.168.84.24,M8,,,,1
192.168.84.25,M8,,,,1
192.168.84.26,M8,,,,1
192.168.84.27,M8,,,,1
192.168.84.28,M8,,,,1
192.168.84.29,M8,,,,1
192.168.84.30,M8,,,,1
192.168.84.31,M8,,,,1
192.168.84.32,M8,,,,1
192.168.84.33,M8,,,,1
192.168.84.34,M8,,,,1
192.168.84.35,M8,,,,1
192.168.84.36,M8,,,,1
192.168.84.37,M8,,,,1
192.168.84.38,M8,,,,1
192.168.84.39,M8,,,,1
192.168.84.40,M8,,,,1
192.168.84.41,M8,,,,1
192.168.84.42,M8,,,,1
192.168.84.43,M8,,,,1
192.168.84.44,M8,,,,1
192.168.84.45,M8,,,,1
192.168.84.46,M8,,,,1
192.168.84.47,M8,,,,1
192.168.84.48,M8,,,,1
192.168.84.49,M8,,,,1
192.168.84.50,M8,,,,1
192.168.84.51,M8,,,,1
192.168.84.52,M8,,,,1
192.168.84.53,M8,,,,1
192.168.84.54,M8,,,,1
192.168.84.55,M8,,,,1
192.168.84.56,M8,,,,1
192.168.84.57,M8,,,,1
192.168.84.58,M8,,,,1
192.168.84.59,M8,,,,1
192.168.84.60,M8,,,,1
192.168.84.61,M8,,,,1
192.168.84.62,M8,,,,1
192.168.84.63,M8,,,,1
192.168.84.64,M8,,,,1
192.168.84.65,M8,,,,1
192.168.84.66,M8,,,,1
192.168.84.67,M8,,,,1
192.168.84.68,M8,,,,1
192.168.84.69,M8,,,,1
192.168.84.70,M8,,,,1
192.168.84.71,M8,,,,1
192.168.84.72,M8,,,,1
192.168.84.73,M8,,,,1
192.168.84.74,M8,,,,1
192.168.84.75,M8,,,,1
192.168.84.76,M8,,,,1
192.168.84.77,M8,,,,1
192.168.84.78,M8,,,,1
192.168.84.79,M8,,,,1
192.168.84.80,M8,,,,1
192.168.84.81,M8,,,,1
192.168.84.82,M8,,,,1
192.168.84.83,M8,,,,1
192.168.84.84,M8,,,,1
192.168.84.85,M8,,,,1
192.168.84.86,M8,,,,1
192.168.84.87,M8,,,,1
192.168.84.88,M8,,,,1
192.168.84.89,M8,,,,1
192.168.84.90,M8,,,,1
192.168.84.91,M8,,,,1
192.168.85.2,M8,,,,1
192.168.85.3,M8,,,,1
192.168.85.4,M8,,,,1
192.168.85.5,M8,,,,1
192.168.85.6,M8,,,,1
192.168.85.7,M8,,,,1
192.168.85.8,M8,,,,1
192.168.85.9,M8,,,,1
192.168.85.10,M8,,,,1
192.168.85.11,M8,,,,1
192.168.85.12,M8,,,,1
192.168.85.13,M8,,,,1
192.168.85.14,M8,,,,1
192.168.85.15,M8,,,,1
192.168.85.16,M8,,,,1
192.168.85.17,M8,,,,1
192.168.85.18,M8,,,,1
192.168.85.19,M8,,,,1
192.168.85.20,M8,,,,1
192.168.85.21,M8,,,,1
192.168.85.22,M8,,,,1
192.168.85.23,M8,,,,1
192.168.85.24,M8,,,,1
192.168.85.25,M8,,,,1
192.168.85.26,M8,,,,1
192.168.85.27,M8,,,,1
192.168.85.28,M8,,,,1
192.168.85.29,M8,,,,1
192.168.85.30,M8,,,,1
192.168.85.31,M8,,,,1
192.168.85.32,M8,,,,1
192.168.85.33,M8,,,,1
192.168.85.34,M8,,,,1
192.168.85.35,M8,,,,1
192.168.85.36,M8,,,,1
192.168.85.37,M8,,,,1
192.168.85.38,M8,,,,1
192.168.85.39,M8,,,,1
192.168.85.40,M8,,,,1
192.168.85.41,M8,,,,1
192.168.85.42,M8,,,,1
192.168.85.43,M8,,,,1
192.168.85.44,M8,,,,1
192.168.85.45,M8,,,,1
192.168.85.46,M8,,,,1
192.168.85.47,M8,,,,1
192.168.85.48,M8,,,,1
192.168.85.49,M8,,,,1
192.168.85.50,M8,,,,1
192.168.85.51,M8,,,,1
192.168.85.52,M8,,,,1
192.168.85.53,M8,,,,1
192.168.85.54,M8,,,,1
192.168.85.55,M8,,,,1
192.168.85.56,M8,,,,1
192.168.85.57,M8,,,,1
192.168.85.58,M8,,,,1
192.168.85.59,M8,,,,1
192.168.85.60,M8,,,,1
192.168.85.61,M8,,,,1
192.168.85.62,M8,,,,1
192.168.85.63,M8,,,,1
192.168.85.64,M8,,,,1
192.168.85.65,M8,,,,1
192.168.85.66,M8,,,,1
192.168.85.67,M8,,,,1
192.168.85.68,M8,,,,1
192.168.85.69,M8,,,,1
192.168.85.70,M8,,,,1
192.168.85.71,M8,,,,1
192.168.85.72,M8,,,,1
192.168.85.73,M8,,,,1
192.168.85.74,M8,,,,1
192.168.85.75,M8,,,,1
192.168.85.76,M8,,,,1
192.168.85.77,M8,,,,1
192.168.85.78,M8,,,,1
192.168.85.79,M8,,,,1
192.168.85.80,M8,,,,1
192.168.85.81,M8,,,,1
192.168.85.82,M8,,,,1
192.168.85.83,M8,,,,1
192.168.85.84,M8,,,,1
192.168.85.85,M8,,,,1
192.168.85.86,M8,,,,1
192.168.85.87,M8,,,,1
192.168.85.88,M8,,,,1
192.168.85.89,M8,,,,1
192.168.85.90,M8,,,,1
192.168.85.91,M8,,,,1
192.168.86.2,M8,,,,1
192.168.86.3,M8,,,,1
192.168.86.4,M8,,,,1
192.168.86.5,M8,,,,1
192.168.86.6,M8,,,,1
192.168.86.7,M8,,,,1
192.168.86.8,M8,,,,1
192.168.86.9,M8,,,,1
192.168.86.10,M8,,,,1
192.168.86.11,M8,,,,1
192.168.86.12,M8,,,,1
192.168.86.13,M8,,,,1
192.168.86.14,M8,,,,1
192.168.86.15,M8,,,,1
192.168.86.16,M8,,,,1
192.168.86.17,M8,,,,1
192.168.86.18,M8,,,,1
192.168.86.19,M8,,,,1
192.168.86.20,M8,,,,1
192.168.86.21,M8,,,,1
192.168.86.22,M8,,,,1
192.168.86.23,M8,,,,1
192.168.86.24,M8,,,,1
192.168.86.25,M8,,,,1
192.168.86.26,M8,,,,1
192.168.86.27,M8,,,,1
192.168.86.28,M8,,,,1
192.168.86.29,M8,,,,1
192.168.86.30,M8,,,,1
192.168.86.31,M8,,,,1
192.168.86.32,M8,,,,1
192.168.86.33,M8,,,,1
192.168.86.34,M8,,,,1
192.168.86.35,M8,,,,1
192.168.86.36,M8,,,,1
192.168.86.37,M8,,,,1
192.168.86.38,M8,,,,1
192.168.86.39,M8,,,,1
192.168.86.40,M8,,,,1
192.168.86.41,M8,,,,1
192.168.86.42,M8,,,,1
192.168.86.43,M8,,,,1
192.168.86.44,M8,,,,1
192.168.86.45,M8,,,,1
192.168.86.46,M8,,,,1
192.168.86.47,M8,,,,1
192.168.86.48,M8,,,,1
192.168.86.49,M8,,,,1
192.168.86.50,M8,,,,1
192.168.86.51,M8,,,,1
192.168.86.52,M8,,,,1
192.168.86.53,M8,,,,1
192.168.86.54,M8,,,,1
192.168.86.55,M8,,,,1
192.168.86.56,M8,,,,1
192.168.86.57,M8,,,,1
192.168.86.58,M8,,,,1
192.168.86.59,M8,,,,1
192.168.86.60,M8,,,,1
192.168.86.61,M8,,,,1
192.168.86.62,M8,,,,1
192.168.86.63,M8,,,,1
192.168.86.64,M8,,,,1
192.168.86.65,M8,,,,1
192.168.86.66,M8,,,,1
192.168.86.67,M8,,,,1
192.168.86.68,M8,,,,1
192.168.86.69,M8,,,,1
192.168.86.70,M8,,,,1
192.168.86.71,M8,,,,1
192.168.86.72,M8,,,,1
192.168.86.73,M8,,,,1
192.168.86.74,M8,,,,1
192.168.86.75,M8,,,,1
192.168.86.76,M8,,,,1
192.168.86.77,M8,,,,1
192.168.86.78,M8,,,,1
192.168.86.79,M8,,,,1
192.168.86.80,M8,,,,1
192.168.86.81,M8,,,,1
192.168.86.82,M8,,,,1
192.168.86.83,M8,,,,1
192.168.86.84,M8,,,,1
192.168.86.85,M8,,,,1
192.168.86.86,M8,,,,1
192.168.86.87,M8,,,,1
192.168.86.88,M8,,,,1
192.168.86.89,M8,,,,1
192.168.86.90,M8,,,,1
192.168.86.91,M8,,,,1
192.168.87.2,M8,,,,1
192.168.87.3,M8,,,,1
192.168.87.4,M8,,,,1
192.168.87.5,M8,,,,1
192.168.87.6,M8,,,,1
192.168.87.7,M8,,,,1
192.168.87.8,M8,,,,1
192.168.87.9,M8,,,,1
192.168.87.10,M8,,,,1
192.168.87.11,M8,,,,1
192.168.87.12,M8,,,,1
192.168.87.13,M8,,,,1
192.168.87.14,M8,,,,1
192.168.87.15,M8,,,,1
192.168.87.16,M8,,,,1
192.168.87.17,M8,,,,1
192.168.87.18,M8,,,,1
192.168.87.19,M8,,,,1
192.168.87.20,M8,,,,1
192.168.87.21,M8,,,,1
192.168.87.22,M8,,,,1
192.168.87.23,M8,,,,1
192.168.87.24,M8,,,,1
192.168.87.25,M8,,,,1
192.168.87.26,M8,,,,1
192.168.87.27,M8,,,,1
192.168.87.28,M8,,,,1
192.168.87.29,M8,,,,1
192.168.87.30,M8,,,,1
192.168.87.31,M8,,,,1
192.168.87.32,M8,,,,1
192.168.87.33,M8,,,,1
192.168.87.34,M8,,,,1
192.168.87.35,M8,,,,1
192.168.87.36,M8,,,,1
192.168.87.37,M8,,,,1
192.168.87.38,M8,,,,1
192.168.87.39,M8,,,,1
192.168.87.40,M8,,,,1
192.168.87.41,M8,,,,1
192.168.87.42,M8,,,,1
192.168.87.43,M8,,,,1
192.168.87.44,M8,,,,1
192.168.87.45,M8,,,,1
192.168.87.46,M8,,,,1
192.168.87.47,M8,,,,1
192.168.87.48,M8,,,,1
192.168.87.49,M8,,,,1
192.168.87.50,M8,,,,1
192.168.87.51,M8,,,,1
192.168.87.52,M8,,,,1
192.168.87.53,M8,,,,1
192.168.87.54,M8,,,,1
192.168.87.55,M8,,,,1
192.168.87.56,M8,,,,1
192.168.87.57,M8,,,,1
192.168.87.58,M8,,,,1
192.168.87.59,M8,,,,1
192.168.87.60,M8,,,,1
192.168.87.61,M8,,,,1
